History_ID,Ticket_ID,Status,Updated_Date,Updated_By
451,143,Closed,2025-09-13 21:28:48,Gayathri Iyer
452,144,Open,2026-06-29 23:01:32,Yuvaraj Sharma
453,144,In Progress,2026-06-30 06:01:32,Preethi Sundaram
454,144,Resolved,2026-06-30 14:01:32,Santosh Reddy
455,145,Open,2025-08-26 04:46:01,Sneha Pillai
456,145,In Progress,2025-08-26 20:46:01,Preethi Sundaram
457,145,Resolved,2025-08-27 05:46:01,Yuvaraj Sundaram
458,145,Reopened,2025-08-27 21:46:01,Deepak Iyer
459,146,Open,2025-10-30 02:53:00,Gayathri Kumar
460,146,In Progress,2025-10-30 08:53:00,Yuvaraj Sharma
461,146,Resolved,2025-10-31 02:53:00,Yuvaraj Sundaram
462,147,Open,2026-04-02 10:49:03,Gayathri Reddy
463,147,In Progress,2026-04-03 03:49:03,Gayathri Reddy
464,147,Resolved,2026-04-03 06:49:03,Gayathri Reddy
465,147,Closed,2026-04-03 07:49:03,Gayathri Iyer
466,148,Open,2026-04-24 09:35:20,Sneha Pillai
467,148,In Progress,2026-04-24 12:35:20,Yuvaraj Sharma
468,148,Resolved,2026-04-24 13:35:20,Rahul Sundaram
469,149,Open,2025-12-13 02:43:53,Deepak Iyer
470,149,In Progress,2025-12-13 14:43:53,Gayathri Reddy
471,149,Resolved,2025-12-14 10:43:53,Yuvaraj Sundaram
472,149,Reopened,2025-12-15 02:43:53,System
473,150,Open,2026-02-27 22:34:45,Gayathri Iyer
474,150,In Progress,2026-02-27 23:34:45,System
475,150,Resolved,2026-02-28 16:34:45,Preethi Reddy
476,150,Closed,2026-03-01 10:34:45,Nandhini Sharma
477,151,Open,2025-04-05 22:13:19,Gayathri Iyer
478,151,In Progress,2025-04-06 04:13:19,Deepak Reddy
479,151,Resolved,2025-04-06 08:13:19,Yuvaraj Sharma
480,151,Closed,2025-04-06 16:13:19,Rahul Sundaram
481,152,Open,2025-01-18 10:07:54,Preethi Reddy
482,153,Open,2025-02-23 18:59:09,Preethi Reddy
483,153,In Progress,2025-02-24 07:59:09,Preethi Reddy
484,153,Resolved,2025-02-24 19:59:09,Santosh Reddy
485,153,Closed,2025-02-25 10:59:09,Sneha Pillai
486,154,Open,2025-09-13 12:47:38,Nandhini Sharma
487,154,In Progress,2025-09-13 15:47:38,Gayathri Reddy
488,154,Resolved,2025-09-13 18:47:38,Santosh Reddy
489,154,Closed,2025-09-14 07:47:38,Santosh Reddy
490,155,Open,2025-04-12 17:13:44,Yuvaraj Sundaram
491,155,In Progress,2025-04-12 19:13:44,System
492,155,Resolved,2025-04-13 01:13:44,Preethi Reddy
493,156,Open,2025-04-14 00:59:25,Gayathri Iyer
494,157,Open,2025-05-16 19:11:04,Deepak Reddy
495,157,In Progress,2025-05-17 12:11:04,Gayathri Reddy
496,157,Resolved,2025-05-17 20:11:04,Rahul Sundaram
497,158,Open,2026-01-06 16:52:05,Yuvaraj Sundaram
498,158,In Progress,2026-01-07 01:52:05,Gayathri Reddy
499,158,Resolved,2026-01-07 04:52:05,Preethi Reddy
500,159,Open,2025-06-22 19:59:12,Gayathri Reddy
501,159,In Progress,2025-06-23 01:59:12,Preethi Sundaram
502,159,Resolved,2025-06-23 02:59:12,Rahul Sundaram
503,159,Closed,2025-06-23 21:59:12,Yuvaraj Sharma
504,160,Open,2026-05-16 05:44:22,Preethi Reddy
505,160,In Progress,2026-05-16 15:44:22,Kiran Sundaram
506,160,Resolved,2026-05-17 10:44:22,Sneha Pillai
507,160,Reopened,2026-05-18 05:44:22,Santosh Reddy
508,161,Open,2026-01-17 13:16:25,Preethi Sundaram
509,161,In Progress,2026-01-18 02:16:25,Yuvaraj Sharma
510,161,Resolved,2026-01-18 05:16:25,Gayathri Kumar
511,161,Closed,2026-01-18 07:16:25,Deepak Reddy
512,162,Open,2025-02-21 14:24:20,Sneha Pillai
513,162,In Progress,2025-02-21 17:24:20,Preethi Sundaram
514,163,Open,2025-10-24 16:34:21,Santosh Reddy
515,163,In Progress,2025-10-25 03:34:21,System
516,163,Resolved,2025-10-25 12:34:21,Deepak Iyer
517,163,Reopened,2025-10-26 04:34:21,Sneha Pillai
518,164,Open,2025-03-19 12:49:13,Santosh Reddy
519,164,In Progress,2025-03-20 02:49:13,Kiran Sundaram
520,164,Resolved,2025-03-20 21:49:13,Santosh Reddy
521,164,Closed,2025-03-21 00:49:13,Nandhini Sharma
522,165,Open,2026-07-15 05:25:47,Preethi Reddy
523,165,In Progress,2026-07-15 08:25:47,Preethi Reddy
524,165,Resolved,2026-07-15 13:25:47,Santosh Reddy
525,165,Closed,2026-07-15 18:25:47,Santosh Reddy
526,166,Open,2025-11-07 03:52:09,Gayathri Kumar
527,166,In Progress,2025-11-07 07:52:09,Preethi Reddy
528,166,Resolved,2025-11-07 08:52:09,Nandhini Sharma
529,167,Open,2025-10-19 08:28:36,Gayathri Kumar
530,167,In Progress,2025-10-19 17:28:36,Deepak Reddy
531,167,Resolved,2025-10-19 22:28:36,Preethi Reddy
532,167,Reopened,2025-10-20 04:28:36,Gayathri Iyer
533,168,Open,2025-03-15 00:56:06,Gayathri Iyer
534,168,In Progress,2025-03-15 04:56:06,System
535,168,Resolved,2025-03-15 07:56:06,Gayathri Kumar
536,169,Open,2025-02-17 08:07:35,Preethi Reddy
537,169,In Progress,2025-02-18 04:07:35,Preethi Sundaram
538,169,Resolved,2025-02-18 17:07:35,System
539,170,Open,2025-10-03 01:32:45,Gayathri Iyer
540,170,In Progress,2025-10-03 14:32:45,Preethi Reddy
541,170,Resolved,2025-10-04 08:32:45,Sneha Pillai
542,170,Closed,2025-10-05 03:32:45,Kiran Sundaram
543,171,Open,2026-04-12 21:27:19,Kiran Sundaram
544,171,In Progress,2026-04-13 02:27:19,Preethi Reddy
545,171,Resolved,2026-04-13 12:27:19,Preethi Reddy
546,172,Open,2025-06-24 20:13:38,Yuvaraj Sharma
547,172,In Progress,2025-06-24 23:13:38,Kiran Sundaram
548,172,Resolved,2025-06-25 13:13:38,Preethi Reddy
549,172,Closed,2025-06-26 03:13:38,Nandhini Sharma
550,173,Open,2026-03-23 13:59:59,Preethi Reddy
551,173,In Progress,2026-03-24 01:59:59,Preethi Reddy
552,174,Open,2026-04-22 21:50:05,Yuvaraj Sundaram
553,174,In Progress,2026-04-23 17:50:05,Rahul Sundaram
554,174,Resolved,2026-04-24 08:50:05,Deepak Reddy
555,175,Open,2025-01-23 16:43:35,Nandhini Sharma
556,175,In Progress,2025-01-23 17:43:35,Santosh Reddy
557,176,Open,2025-01-06 04:49:12,Santosh Reddy
558,176,In Progress,2025-01-06 15:49:12,Deepak Iyer
559,177,Open,2026-07-30 23:39:51,Gayathri Iyer
560,177,In Progress,2026-07-31 19:39:51,Yuvaraj Sharma
561,177,Resolved,2026-08-01 05:39:51,Preethi Sundaram
562,178,Open,2025-11-23 22:14:41,Rahul Sundaram
563,178,In Progress,2025-11-24 14:14:41,Preethi Sundaram
564,178,Resolved,2025-11-24 20:14:41,Santosh Reddy
565,179,Open,2026-04-09 13:25:00,Nandhini Sharma
566,180,Open,2026-06-09 03:41:14,Sneha Pillai
567,181,Open,2025-11-19 03:56:40,Santosh Reddy
568,181,In Progress,2025-11-19 12:56:40,Santosh Reddy
569,181,Resolved,2025-11-20 00:56:40,Deepak Reddy
570,182,Open,2025-08-09 19:05:48,Rahul Sundaram
571,182,In Progress,2025-08-10 14:05:48,Kiran Sundaram
572,182,Resolved,2025-08-11 08:05:48,System
573,183,Open,2025-06-21 21:45:41,Rahul Sundaram
574,183,In Progress,2025-06-22 12:45:41,Nandhini Sharma
575,183,Resolved,2025-06-22 15:45:41,Gayathri Iyer
576,184,Open,2026-08-20 16:25:55,Yuvaraj Sharma
577,184,In Progress,2026-08-21 02:25:55,Sneha Pillai
578,185,Open,2026-08-04 14:21:09,Yuvaraj Sharma
579,185,In Progress,2026-08-05 04:21:09,Santosh Reddy
580,185,Resolved,2026-08-05 07:21:09,Deepak Iyer
581,186,Open,2026-03-11 19:21:43,Yuvaraj Sundaram
582,186,In Progress,2026-03-12 14:21:43,Santosh Reddy
583,186,Resolved,2026-03-13 08:21:43,Gayathri Iyer
584,186,Closed,2026-03-14 02:21:43,Gayathri Reddy
585,187,Open,2025-12-06 07:43:21,Preethi Reddy
586,188,Open,2025-11-11 06:59:20,Sneha Pillai
587,188,In Progress,2025-11-11 18:59:20,Kiran Sundaram
588,188,Resolved,2025-11-12 14:59:20,Gayathri Reddy
589,188,Closed,2025-11-13 09:59:20,Santosh Reddy
590,189,Open,2025-05-14 22:56:53,Gayathri Iyer
591,189,In Progress,2025-05-15 02:56:53,System
592,189,Resolved,2025-05-15 06:56:53,Preethi Reddy
593,189,Closed,2025-05-15 14:56:53,Sneha Pillai
594,190,Open,2025-12-06 19:53:51,Gayathri Kumar
595,190,In Progress,2025-12-07 08:53:51,Deepak Iyer
596,190,Resolved,2025-12-08 03:53:51,Yuvaraj Sharma
597,190,Closed,2025-12-08 15:53:51,System
598,191,Open,2025-11-05 01:37:33,Deepak Reddy
599,191,In Progress,2025-11-05 11:37:33,Gayathri Iyer
600,191,Resolved,2025-11-05 14:37:33,Deepak Reddy
601,191,Closed,2025-11-05 19:37:33,Gayathri Kumar
602,192,Open,2025-03-01 17:48:53,Preethi Sundaram
603,192,In Progress,2025-03-02 08:48:53,Rahul Sundaram
604,192,Resolved,2025-03-03 01:48:53,Yuvaraj Sundaram
605,193,Open,2025-10-01 04:58:24,Yuvaraj Sundaram
606,193,In Progress,2025-10-01 08:58:24,Deepak Iyer
607,193,Resolved,2025-10-01 23:58:24,Preethi Sundaram
608,193,Closed,2025-10-02 02:58:24,Nandhini Sharma
609,194,Open,2025-07-18 21:35:36,Deepak Reddy
610,194,In Progress,2025-07-18 22:35:36,Preethi Sundaram
611,195,Open,2025-12-27 12:42:43,Kiran Sundaram
612,195,In Progress,2025-12-27 20:42:43,Kiran Sundaram
613,195,Resolved,2025-12-28 14:42:43,Kiran Sundaram
614,195,Closed,2025-12-29 01:42:43,Gayathri Iyer
615,196,Open,2026-05-16 01:14:11,Sneha Pillai
616,196,In Progress,2026-05-16 14:14:11,Kiran Sundaram
617,196,Resolved,2026-05-16 20:14:11,Gayathri Iyer
618,197,Open,2025-02-23 13:56:53,System
619,197,In Progress,2025-02-24 09:56:53,Rahul Sundaram
620,197,Resolved,2025-02-25 00:56:53,Gayathri Iyer
621,198,Open,2026-01-30 14:26:42,System
622,199,Open,2025-03-01 21:22:10,Rahul Sundaram
623,199,In Progress,2025-03-02 06:22:10,Preethi Reddy
624,199,Resolved,2025-03-03 01:22:10,Deepak Reddy
625,200,Open,2025-12-27 03:34:13,Kiran Sundaram
626,200,In Progress,2025-12-27 15:34:13,Preethi Sundaram
627,200,Resolved,2025-12-27 22:34:13,Deepak Iyer
